cid_10,descritor_cid
Z228,PORTADOR DE OUTRAS DOENCAS INFECCIOSAS
Z229,PORTADOR DE DOENCA INFECCIOSA NE
Z23,NECES. DE IMUNIZACAO CONTRA UMA UNICA DOENCA BACTERIANA
Z230,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA COLERA
Z231,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA FEBRE TIFOIDE E PARATIFOIDE [TAB]
Z232,NECESSIDADE DE IMUNIZACAO CONTRA TUBERCULOSE [BCG]
Z233,NECESSIDADE DE IMUNIZACAO CONTRA A PESTE
Z234,NECESSIDADE DE IMUNIZACAO CONTRA A TULAREMIA
Z235,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA O TETANO
Z236,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A DIFTERIA
Z237,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A COQUELUCHE
Z238,VACINACAO CONTRA OUTRAS DOENCAS BACTERIANAS UNICAS
Z24,NECES. DE IMUNIZACAO CONTRA ALGUMAS DOENCAS VIRAIS UNICAS
Z240,NECESSIDADE DE IMUNIZACAO CONTRA A POLIOMIELITE
Z241,NECESSIDADE DE IMUNIZACAO CONTRA A ENCEFALITE VIRAL TRANSMITIDA POR ARTROPODES
Z242,NECESSIDADE DE IMUNIZACAO CONTRA A RAIVA
Z243,NECESSIDADE DE IMUNIZACAO CONTRA A FEBRE AMARELA
Z244,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA O SARAMPO
Z245,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A RUBEOLA
Z246,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A HEPATITE VIRAL
Z25,NECES. DE IMUNIZACAO CONTRA OUTRAS DOENCAS VIRAIS UNICAS
Z250,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A CAXUMBA [PAROTIDITE EPID#MICA]
Z251,NECESSIDADE DE IMUNIZACAO SOMENTE CONTRA A INFLUENZA [GRIPE]
Z258,NECESSIDADE DE IMUNIZACAO CONTRA OUTRAS DOENCAS VIRAIS UNICAS ESPECIFICADAS
Z26,NECES. DE IMUNIZACAO CONTRA OUTRAS DOENCAS INFECCIOSAS UNICAS
Z260,NECESSIDADE DE IMUNIZACAO CONTRA A LEISHMANIOSE
Z268,NECESSIDADE DE IMUNIZACAO CONTRA OUTRAS DOENCAS INFECCIOSAS ESPECIFICADAS UNICAS
Z269,NECESSIDADE DE IMUNIZACAO CONTRA DOENCA INFECCIOSA NE
Z27,NECES. DE IMUNIZACAO ASSOCIADA CONTRA COMBINACOES DE DOENCAS INFECCIOSAS
Z270,NECESSIDADE DE IMUNIZACAO CONTRA A COLERA E AS FEBRES TIFOIDE E PARATIFOIDES [CO
Z271,"NECESSIDADE DE IMUNIZACAO ASSOCIADA CONTRA A DIFTERIA-PERTUSSIS-TETANO, COMBINAD"
Z272,NECESSIDADE DE IMUNIZACAO CONTRA A DIFTERIA-PERTUSSIS-TETANO COM FEBRES TIFOIDE
Z273,NECESSIDADE DE IMUNIZACAO CONTRA A DIFTERIA-PERTUSSIS-TETANO COM POLIOMIELITE [D
Z274,NECESSIDADE DE IMUNIZACAO CONTRA O SARAMPO-CAXUMBA-RUBEOLA
Z278,NECESSIDADE DE IMUNIZACAO CONTRA OUTRAS COMBINACOES DE DOENCAS INFECCIOSAS
Z279,NECESSIDADE DE IMUNIZACAO CONTRA COMBINACOES NE DE DOENCAS INFECCIOSAS
Z28,IMUNIZACAO NAO REALIZADA
Z280,IMUNIZACAO NAO REALIZADA POR CONTRA-INDICACAO
Z281,IMUNIZACAO NAO REALIZADA POR DECISAO DO PACIENTE DEVIDA A CRENCA OU A GRUPO DE PRESSAO
Z282,IMUNIZACAO NAO REALIZADA POR DECISAO DO PACIENTE DEVIDA A RAZOES OUTRAS E AS NE
Z288,IMUNIZACAO NAO REALIZADA POR OUTRAS RAZOES
Z289,IMUNIZACAO NAO REALIZADA POR RAZOES NE
Z29,NECES. DE OUTRAS MEDIDAS PROFILATICAS
Z290,ISOLAMENTO
Z291,IMUNOTERAPIA PROFILATICA
Z292,OUTRAS QUIMIOTERAPIAS PROFILATICAS
Z298,OUTRAS MEDIDAS PROFILATICAS ESPECIFICADAS
Z299,MEDIDA PROFILATICA NE
Z30,ANTICONCEPCAO
Z300,ACONSELHAMENTO GERAL SOBRE CONTRACEPCAO
Z301,INSERCAO DE DISPOSITIVO ANTICONCEPCIONAL (INTRA-UTERINO)
Z302,ESTERILIZACAO
Z303,EXTRACAO MENSTRUAL
Z304,SUPERVISAO DO USO DE MEDICAMENTOS ANTICONCEPCIONAIS
Z305,SUPERVISAO DE DISPOSITIVO ANTICONCEPCIONAL (INTRA-UTERINO)
Z308,OUTRO PROCED. ANTICONCEPCIONAL
Z309,PROCED. ANTICONCEPCIONAL NE
Z31,MEDIDAS DE PROCRIACAO
Z310,TUBOPLASTIA OU VASOPLASTIA APOS ESTERILIZACAO PREVIA
Z311,INSEMINACAO ARTIFICIAL
Z312,"FECUNDACAO ""IN VITRO"""
Z313,OUTROS METODOS ASSISTIDOS DE FERTILIZACAO
Z314,INVESTIGACAO E TESTES COM RELACAO # PROCRIACAO
Z315,ACONSELHAMENTO GENETICO
Z316,ACONSELHAMENTO GERAL SOBRE A PROCRIACAO
Z318,OUTRA MEDIDA ESPECIFICADA DE PROCRIACAO
Z319,MEDIDA PROCRIATIVA NE
Z32,EXAME OU TESTE DE GRAVIDEZ
Z320,GRAVIDEZ (AINDA) NAO CONFIRMADA
Z321,GRAVIDEZ CONFIRMADA
Z33,GRAVIDEZ COMO ACHADO CASUAL
Z34,SUPERVISAO DE GRAVIDEZ NORMAL
Z340,SUPERVISAO DE PRIMEIRA GRAVIDEZ NORMAL
Z348,SUPERVISAO DE OUTRA GRAVIDEZ NORMAL
Z349,"SUPERVISAO DE GRAVIDEZ NORMAL, NE"
Z35,SUPERVISAO DE GRAVIDEZ DE ALTO RISCO
Z350,SUPERVISAO DE GRAVIDEZ COM HISTORIA DE ESTERILIDADE
Z351,SUPERVISAO DE GRAVIDEZ COM HISTORIA DE ABORTO
Z352,SUPERVISAO DE GRAVIDEZ COM OUTROS ANTECEDENTES DE PROCRIACAO PROBLEMATICA
Z353,SUPERVISAO DE GRAVIDEZ COM HISTORIA DE ASSISTENCIA PRE-NATAL INSUFICIENTE
Z354,SUPERVISAO DE GRAVIDEZ COM GRANDE MULTIPARIDADE
Z355,SUPERVISAO DE PRIMIGESTA IDOSA
Z356,SUPERVISAO DE PRIMIGESTA MUITO JOVEM
Z357,SUPERVISAO DE GRAVIDEZ DE ALTO RISCO DEVIDO A PROBLEMAS SOCIAIS
Z358,SUPERVISAO DE OUTRAS GRAVIDEZES DE ALTO RISCO
Z359,SUPERVISAO NE DE GRAVIDEZ DE ALTO RISCO
Z36,"RASTREAMENTO (""SCREENING"") PRE-NATAL"
Z360,RASTREAMENTO DE ANOMALIAS CROMOSSOMICAS
Z361,RASTREAMENTO PRE-NATAL DE TAXA ELEVADA DE ALFA-FETOPROTEINAS
Z362,OUTROS RASTREAMENTOS PRE-NATAIS POR AMNIOCENTESE
Z363,RASTREAMENTO PRE-NATAL DE MALFORMACOES POR ULTRASSOM E OUTROS MEIOS FISICOS
Z364,RASTREAMENTO PRE-NATAL DO RETARDO DE CRESCIMENTO DO FETO POR ULTRASSOM E OUTROS
Z365,RASTREAMENTO PRE-NATAL DE ISOIMUNIZACAO
Z368,OUTROS RASTREAMENTOS PRE-NATAIS
Z369,RASTREAMENTO PRE-NATAL NE
Z37,RESULTADO DO PARTO
Z370,"NASCIMENTO UNICO, NATIVIVO [NADO-VIVO]"
Z371,"NASCIMENTO UNICO, NATIMORTO [FETO-MORTO]"
Z372,"NASCIMENTO GEMELAR, GEMEOS (AMBOS) NATIVOS [NADO-VIVOS]"
Z373,"NASCIMENTO GEMELAR, UM DOS GEMEOS, NATIVIVO [NADO-VIVO], O OUTRO, NATIMORTO [FET"
Z374,"NASCIMENTO GEMELAR, GEMEOS NATIMORTOS [FETO-MORTOS]"
Z375,"OUTROS NASCIMENTOS MULTIPLOS, TODOS NATIVIVOS [NADO-VIVOS]"
Z376,"OUTROS NASCIMENTOS MULTIPLOS, ALGUNS NATIVIVOS [NADO-VIVOS]"
Z377,"OUTROS NASCIMENTOS MULTIPLOS, TODOS NATIMORTOS [FETO-MORTOS]"
Z379,NASCIMENTO NE
Z38,NASCIDOS VIVOS [NADO-VIVOS] SEGUNDO O LOCAL DE NASCIMENTO
Z380,"CRIANCA UNICA, NASCIDA EM HOSPITAL"
Z381,"CRIANCA UNICA, NASCIDA FORA DO HOSPITAL"
Z382,"CRIANCA UNICA, NE QUANTO AO LOCAL DE NASCIMENTO"
Z383,"GEMEOS (DUPLOS), NASCIDOS EM HOSPITAL"
Z384,"GEMEOS (DUPLOS), NASCIDOS FORA DE HOSPITAL"
Z385,"GEMEOS, NE QUANTO AO LOCAL DE NASCIMENTO"
Z386,"OUTROS NASCIMENTOS MULTIPLOS, EM HOSPITAL"
Z387,"OUTROS NASCIMENTOS MULTIPLOS, FORA DE HOSPITAL"
Z388,"OUTROS NASCIMENTOS MULTIPLOS, NE QUANTO AO LOCAL DE NASCIMENTO"
Z39,ASSISTENCIA E EXAME POS-NATAL
Z390,ASSISTENCIA E EXAME IMEDIATAMENTE APOS O PARTO
Z391,ASSISTENCIA E EXAME DA MAE NUTRIZ
Z392,SEGUIMENTO POS-PARTO DE ROTINA
Z40,CIRURGIA PROFILATICA
Z400,CIRURGIA PROFILATICA PARA FATORES DE RISCO RELACIONADOS COM NEOPLASIAS MALIGNAS
Z408,OUTRA CIRURGIA PROFILATICA
Z409,CIRURGIA PROFILATICA NE
Z41,PROCEDS PARA OUTROS PROPOSITOS EXCETO CUIDADOS DE SAUDE
Z410,TRANSPLANTE DE CABELO
Z411,OUTRAS INTERVENCOES DE CIRURGIA PLASTICA POR RAZOES ESTETICAS
Z412,CIRCUNCISAO RITUAL E DE ROTINA
Z413,PERFURACAO DO LOBO DA ORELHA
Z418,OUTROS PROCED.S PARA OUTROS PROPOSITOS EXCETO CUIDADOS DE SAUDE
Z419,PROCED.S NE PARA OUTROS PROPOSITOS EXCETO CUIDADOS DE SAUDE
Z42,SEGUIMENTO ENVOLVENDO CIRURGIA PLASTICA
Z420,SEGUIMENTO ENVOLVENDO CIRURGIA PLASTICA DA CABECA E DO PESCOCO
Z421,SEGUIMENTO ENVOLVENDO CIRURGIA PLASTICA DE MAMA
Z422,SEGUIMENTO ENVOLVENDO CIRURGIA PLASTICA DE OUTRAS PARTES DO TRONCO
Z423,SEGUIMENTO ENVOLVENDO CIRURGIA PLASTICA DAS EXTREMIDADES SUPERIORES
Z424,SEGUIMENTO ENVOLVENDO CIRURGIA PLASTICA DAS EXTREMIDADES INFERIORES
Z428,SEGUIMENTO ENVOLVENDO CIRURGIA PLASTICA DE OUTRAS PARTES DO CORPO
Z429,SEGUIMENTO ENVOLVENDO CIRURGIA PLASTICA NE
Z43,ATENCAO A ORIFICIOS ARTIFICIAIS
Z430,CUIDADOS A TRAQUEOSTOMIA
Z431,CUIDADOS A GASTROSTOMIA
Z432,CUIDADOS A ILEOSTOMIA
Z433,CUIDADOS A COLOSTOMIA
Z434,CUIDADOS A OUTROS ORIFICIOS ARTIFICIAIS DO TUBO DIGESTIVO
Z435,CUIDADOS A CISTOSTOMIA
Z436,CUIDADOS A OUTROS ORIFICIOS ARTIFICAIS DAS VIAS URINARIAS
Z437,CUIDADOS A VAGINA ARTIFICIAL
Z438,CUIDADOS A OUTROS ORIFICIOS ARTIFICIAIS
Z439,CUIDADOS A ORIFICIO ARTIFICIAL NE
Z44,COLOCACAO E AJUSTAMENTO DE APARELHOS DE PROTESE EXTERNA
Z440,COLOCACAO E AJUSTAMENTO DE BRACO ARTIFICIAL (PARCIAL) (TOTAL)
Z441,COLOCACAO E AJUSTAMENTO DE PERNA ARTIFICIAL (PARCIAL) (TOTAL)
Z442,COLOCACAO E AJUSTAMENTO DE OLHO ARTIFICIAL
Z443,COLOCACAO E AJUSTAMENTO DE PROTESE EXTERNA DE MAMA
Z448,COLOCACAO E AJUSTAMENTO DE OUTROS APARELHOS DE PROTESE EXTERNA
Z449,COLOCACAO E AJUSTAMENTO DE APARELHO DE PROTESE EXTERNA NE
Z45,AJUSTAMENTO E MANUSEIO DE DISPOSITIVO IMPLANTADO
Z450,AJUSTAMENTO E MANUSEIO DE MARCA-PASSO CARDIACO
Z451,AJUSTAMENTO E MANUSEIO DE BOMBA DE INFUSAO
Z452,AJUSTAMENTO E MANUSEIO DE DISPOSITIVO DE ACESSO VASCULAR
Z453,AJUSTAMENTO E MANUSEIO DE DISPOSITIVO IMPLANTADO DE AUDICAO
Z458,AJUSTAMENTO E MANUSEIO DE OUTROS DISPOSITIVOS IMPLANTADOS
Z459,AJUSTAMENTO E MANUSEIO DE DISPOSITIVO IMPLANTADO NAO ESPECIFICADO
Z46,COLOCACAO E AJUSTAMENTO DE OUTROS APARELHOS
Z460,COLOCACAO E AJUSTAMENTO DE OCULOS E LENTES DE CONTATO
Z461,COLOCACAO E AJUSTAMENTO DE APARELHO AUDITIVO
Z462,COLOCACAO E AJUSTAMENTO DE OUTROS APARELHOS RELACIONADOS COM O SISTEMA NERVOSO E
Z463,COLOCACAO E AJUSTAMENTO DE DISPOSITIVO DE PROTESE DENTARIA
Z464,COLOCACAO E AJUSTAMENTO DE APARELHO ORTODONTICO
Z465,COLOCACAO E AJUSTAMENTO DE ILEOSTOMIA E DE OUTROS DISPOSITIVOS INTESTINAIS
Z466,COLOCACAO E AJUSTAMENTO DE PROTESE URINARIA
Z467,COLOCACAO E AJUSTAMENTO DE APARELHO ORTOPEDICO
Z468,COLOCACAO E AJUSTAMENTO DE OUTROS APARELHOS ESPECIFICADOS
Z469,COLOCACAO E AJUSTAMENTO DE APARELHO NE
Z47,OUTROS CUIDADOS DE SEGUIMENTO ORTOPEDICO
Z470,SEGUIMENTO ENVOLVENDO REMOCAO DE PLACA DE FRATURA E OUTROS DISPOSITIVOS DE FIXAC
Z478,OUTROS SEGUIMENTOS ORTOPEDICOS ESPECIFICADOS
Z479,SEGUIMENTO ORTOPEDICO NE
Z48,OUTRO SEGUIMENTO CIRURGICO
Z480,CUIDADOS A CURATIVOS E SUTURAS CIRURGICAS
Z488,OUTRO SEGUIMENTO CIRURGICO ESPECIFICADO
Z489,SEGUIMENTO CIRURGICO NAO ESPECIFICADO
Z49,CUIDADOS ENVOLVENDO DIALISE
Z490,CUIDADO PREPARATORIO PARA DIALISE
Z491,DIALISE EXTRACORPOREA
Z492,OUTRAS DIALISES
Z50,CUIDADOS ENVOLVENDO O USO DE PROCEDS DE REABILITACAO
Z500,REABILITACAO CARDIACA
Z501,OUTRA FISIOTERAPIA
Z502,REABILITACAO DE ALCOOLATRA
Z503,REABILITACAO DE TOXICODEPENDENTES
Z504,"PSICOTERAPIA,NAO CLASS. EM OUTRA PARTE"
Z505,REABILITACAO DA LINGUAGEM
Z506,TREINAMENTO ORTOPTICO
Z507,TERAPIA OCUPACIONAL E REABILITACAO VOCACIONALNAO CLASS. EM OUTRA PARTE
Z508,CUIDADOS ENVOLVENDO USO DE OUTROS PROCED.S DE REABILITACAO
Z509,CUIDADOS ENVOLVENDO USO DE PROCED. DE REABILITACAO NE
Z51,OUTROS CUIDADOS MEDICOS
Z510,SESSAO DE RADIOTERAPIA
Z511,SESSAO DE QUIMIOTERAPIA POR NEOPLASIA
Z512,OUTRA QUIMIOTERAPIA
Z513,"TRANSFUSAO DE SANGUE, SEM DIAGNOSTICO REGISTRADO"
Z514,CUIDADO PREPARATORIO PARA TRATAMENTO SUBSEQUENTE NAO CLASSIF. EM OUTRA PARTE
Z515,CUIDADO PALIATIVO
Z516,DESSENSIBILIZACAO A ALERGENOS
Z518,OUTRO CUIDADO MEDICO ESPECIFICADO
Z519,CUIDADO MEDICO NE
Z52,DOADORES DE ORGAOS E TECIDOS
Z520,DOADOR DE SANGUE
Z521,DOADOR DE PELE
Z522,DOADOR DE OSSO
Z523,DOADOR DE MEDULA OSSEA
Z524,DOADOR DE RIM
Z525,DOADOR DE CORNEA
Z526,DOADOR DE FIGADO
Z527,DOADOR DE CORACAO
Z528,DOADOR DE OUTROS ORGAOS OU TECIDOS
Z529,DOADOR DE ORGAO OU TECIDO NE
Z53,PESSOAS EM CONTATO COM SERVS DE SAUDE PARA PROCEDS ESPECIFICOS NAO REALIZADOS
Z530,PROCED. NAO REALIZADO DEVIDO A CONTRA-INDICACAO
Z531,PROCED. NAO REALIZADO DEVIDO A DECISAO DO PACIENTE POR RAZOES DE CRENCA OU GRUPO
Z532,PROCED. NAO REALIZADO DEVIDO A DECISAO DO PACIENTE POR OUTRAS RAZOES E AS NE
Z538,PROCED. NAO REALIZADO POR OUTRAS RAZOES
Z539,PROCED. NAO REALIZADO POR RAZAO NE
Z54,CONVALESCENCA
Z540,CONVALESCENCA APOS CIRURGIA
Z541,CONVALESCENCA APOS RADIOTERAPIA
Z542,CONVALESCENCA APOS QUIMIOTERAPIA
Z543,CONVALESCENCA APOS PSICOTERAPIA
Z544,CONVALESCENCA APOS TRATAMENTO DE FRATURA
Z547,CONVALESCENCA APOS TRATAMENTO COMBINADO
Z548,CONVALESCENCA APOS OUTRO TRATAMENTO
Z549,CONVALESCENCA APOS TRATAMENTO NE
Z55,PROBLS RELAC. COM A EDUCACAO E COM A ALFABETIZACAO
Z550,ANALFABETISMO E BAIXA ESCOLARIDADE
Z551,ESCOLARIZACAO NAO DISPONIVEL E IMPOSSIVEL
Z552,REPROVACAO EM EXAMES
Z553,MAUS RESULTADOS ESCOLARES
Z554,MA ADAPTACAO ESCOLAR E DIFICULDADES COM PROFESSORES E COLEGAS
Z558,OUTROS PROBLEMAS RELACIONADOS COM A EDUCACAO E COM A ALFABETIZACAO
Z559,PROBLEMAS NE RELACIONADOS COM A EDUCACAO E COM A ALFABETIZACAO
Z56,PROBLS RELAC. COM O EMPREGO E COM O DESEMPREGO
Z560,DESEMPREGO NE
Z561,MUDANCA DE EMPREGO
Z562,AMEACA DE PERDA DE EMPREGO
Z563,RITMO DE TRABALHO PENOSO
Z564,DESACORDO COM PATRAO E COLEGAS DE TRABALHO
Z565,MA ADAPTACAO AO TRABALHO
Z566,OUTRAS DIFICULDADES FISICAS E MENTAIS RELACIONADAS AO TRABALHO
Z567,OUTROS PROBLEMAS E OS NE RELACIONADOS COM O EMPREGO
Z57,EXPOSICAO OCUPACIONAL A FATORES DE RISCO
Z570,EXPOSICAO OCUPACIONAL AO RUIDO
Z571,EXPOSICAO OCUPACIONAL # RADIACAO
Z572,EXPOSICAO OCUPACIONAL # POEIRA (PO)
Z573,EXPOSICAO OCUPACIONAL A OUTROS CONTAMINANTES DO AR
Z574,EXPOSICAO OCUPACIONAL A AGENTES TOXICOS NA AGRICULTURA
Z575,EXPOSICAO OCUPACIONAL A AGENTES TOXICOS EM OUTRAS INDUSTRIAS
Z576,EXPOSICAO OCUPACIONAL A TEMPERATURAS EXTREMAS
Z577,EXPOSICAO OCUPACIONAL # VIBRACAO
Z578,EXPOSICAO OCUPACIONAL A OUTROS FATORES DE RISCO
Z579,EXPOSICAO OCUPACIONAL A FATOR DE RISCO NE
Z58,PROBLS RELAC. COM O AMBIENTE FISICO
Z580,EXPOSICAO AO RUIDO
Z581,EXPOSICAO # POLUICAO ATMOSFERICA
Z582,EXPOSICAO # POLUICAO DA AGUA
Z583,EXPOSICAO # POLUICAO DO SOLO
Z584,EXPOSICAO # RADIACAO
Z585,EXPOSICAO A OUTRAS POLUICOES
Z586,AGUA POTAVEL INSUFICIENTE
Z587,EXPOSIÇÃO À FUMAÇA DE TABACO
Z588,OUTROS PROBLEMAS RELACIONADOS COM O AMBIENTE FISICO
Z589,PROBLEMA NE RELACIONADO COM O AMBIENTE FISICO
Z59,PROBLS RELAC. COM A HABITACAO E COM AS CONDICOES ECONOMICAS
Z590,FALTA DE DOMICILIO FIXO
Z591,HABITACAO INADEQUADA
Z592,"DESACORDO COM VIZINHOS, LOCATARIOS E PROPRIETARIOS"
Z593,PROBLEMAS RELACIONADOS COM A VIDA EM INSTITUICAO RESIDENCIAL
Z594,FALTA DE ALIMENTACAO ADEQUADA
Z595,POBREZA EXTREMA
Z596,BAIXO RENDIMENTO
Z597,SEGURO SOCIAL E MEDIDAS DE BEM-ESTAR SOCIAL INSUFICIENTES
Z598,OUTROS PROBLEMAS RELACIONADOS COM A HABITACAO E COM AS CIRCUNSTANCIAS ECONOMICAS
Z599,CIRCUNSTANCIAS NE ECONOMICAS OU DE HABITACAO
Z60,PROBLS RELAC. COM O MEIO SOCIAL
Z600,PROBLEMAS DE ADAPTACAO #S TRANSICOES DO CICLO DE VIDA
Z601,SITUACAO PARENTAL ATIPICA
Z602,VIVER SO
Z603,DIFICULDADE DE ACULTURACAO
Z604,EXCLUSAO E REJEICAO SOCIAIS
Z605,OBJETO DE DISCRIMINACAO E PERSEGUICAO PERCEBIDAS
Z608,OUTROS PROBLEMAS RELACIONADOS COM O MEIO SOCIAL
Z609,PROBLEMA NE RELACIONADO COM O MEIO SOCIAL
Z61,PROBLS RELAC. COM EVENTOS NEGATIVOS DE VIDA NA INFANCIA
Z610,PERDA DE RELACAO AFETIVA NA INFANCIA
Z611,REMOCAO DO LAR NA INFANCIA
Z612,PADRAO ALTERADO DE RELACOES FAMILIARES NA INFANCIA
Z613,EVENTOS QUE ORIGINAM A PERDA DE AUTO-ESTIMA NA INFANCIA
Z614,PROBLEMAS RELACIONADOS COM ABUSO SEXUAL ALEGADO DE UMA CRIANCA POR UMA PESSOA DE
Z615,PROBLEMAS RELACIONADOS COM ABUSO SEXUAL ALEGADO DE UMA CRIANCA POR PESSOA DE FOR
Z616,PROBLEMAS RELACIONADOS COM ABUSO FISICO ALEGADO DA CRIANCA
Z617,EXPERI#NCIA PESSOAL AMEDRONTADORA NA INFANCIA
Z618,OUTROS EVENTOS DA VIDA PESSOAL NEGATIVOS NA INFANCIA
Z619,EVENTO PESSOAL NEGATIVO NE NA INFANCIA
Z62,OUTROS PROBLS RELAC. COM A EDUCACAO DA CRIANCA
Z620,SUPERVISAO E CONTROLE INADEQUADO POR PARTE DOS PAIS
Z621,SUPERPROTECAO POR PARTE DOS PAIS
Z622,EDUCACAO NUMA INSTITUICAO
Z623,"HOSTILIDADE COM RELACAO A UMA CRIANCA, TRANFORMADA EM BODE EXPIATORIO"
Z624,NEGLIG#NCIA EMOCIONAL DA CRIANCA
Z625,OUTROS PROBLEMAS RELACIONADOS COM NEGLIG#NCIA NA EDUCACAO DOS FILHOS
Z626,PRESSOES NAO APROPRIADAS POR PARTE DOS PAIS E OUTRAS FALHAS DE EDUCACAO
Z628,OUTROS PROBLEMAS ESPECIFICADOS RELACIONADOS COM A EDUCACAO DOS FILHOS
Z629,PROBLEMA NE RELACIONADO COM A EDUCACAO DOS FILHOS
Z63,"OUTROS PROBLS RELAC. COM O GRUPO PRIMARIO DE APOIO, INCLUSIVE COM A SITUACAO F"
Z630,PROBLEMAS NAS RELACOES COM CONJUGE OU PARCEIRO
Z631,PROBLEMAS NAS RELACOES COM OS PAIS OU COM OS SOGROS
Z632,SUPORTE FAMILIAR INADEQUADO
Z633,AUSENCIA DE UM DOS MEMBROS DA FAMILIA
Z634,DESAPARECIMENTO OU FALECIMENTO DE UM MEMBRO DA FAMILIA
Z635,ROMPIMENTO DA FAMILIA POR SEPARACAO OU DIVORCIO
Z636,"PARENTE DEPENDENTE DE CUIDADOS, RESIDENTE NO DOMICILIO"
Z637,OUTROS ACONTECIMENTOS DIFICEIS COM INCID#NCIA NA FAMILIA OU NO LAR
Z638,OUTROS PROBLEMAS ESPECIFICADOS RELACIONADOS COM O GRUPO PRIMARIO DE SUPORTE
Z639,PROBLEMA NE RELACIONADO COM O GRUPO PRIMARIO DE SUPORTE
Z64,PROBLS RELAC. COM ALGUMAS OUTRAS CIRCUNTANCIAS PSICOSSOCIAIS
Z640,PROBLEMAS RELACIONADOS COM UMA GRAVIDEZ NAO DESEJADA
Z641,PROBLEMAS RELACIONADOS COM MULTIPARIDADE
Z642,"PROCURA E ACEITACAO DE INTERVENCOES FISICAS, NUTRICIONAIS, OU QUIMICAS CONHECIDA"
Z643,PROCURA E ACEITACAO DE INTERVENCOES COMPORTAMENTAIS OU PSICOLOGICAS CONHECIDAS C
Z644,DESACORDO COM CONSELHEIROS
Z65,PROBLS RELAC. COM OUTRAS CIRCUNSTANCIAS PSICOSSOCIAIS
Z650,"CONDENACAO, SEM PRISAO, POR TRIBUNAL CIVIL OU CRIMINAL"
Z651,PRISAO OU ENCARCERAMENTO
Z652,PROBLEMAS LIGADOS # LIBERTACAO DE PRISAO
Z653,PROBLEMAS LIGADOS # OUTRAS CIRCUNSTANCIAS LEGAIS
Z654,VITIMA DE CRIME OU DE ATOS TERRORISTAS
Z655,"EXPOSICAO A CATASTROFE, GUERRA E OUTRAS HOSTILIDADES"
Z658,OUTROS PROBLEMAS ESPECIFICADOS RELACIONADOS COM CIRCUNSTANCIAS PSICOSSOCIAIS
Z659,PROBLEMAS RELACIONADOS COM CIRCUNSTANCIAS PSICOSSOCIAIS NE
Z70,"ACONSELHAMENTO REL AS ATITUDES, COMPORTAMENTO E ORIENTACAO EM MATERIA DE SEXUA"
Z700,ACOMPANHAMENTO RELATIVO #S ATITUDES EM MATERIA DE SEXUALIDADE
Z701,ACONSELHAMENTO RELATIVO AO COMPORTAMENTO E # ORIENTACAO SEXUAL DO SUJEITO
Z702,ACONSELHAMENTO RELATIVO AO COMPORTAMENTO E # ORIENTACAO SEXUAL DE UM TERCEIRO
Z703,"ACONSELHAMENTO RELATIVO A PREOCUPACOES ASSOCIADAS RELACIONADAS COM AS ATITUDES,"
Z708,OUTROS ACONSELHAMENTOS EM MATERIA DE SEXUALIDADE
Z709,ACONSELHAMENTO NE EM MATERIA DE SEXUALIDADE
Z71,PESSOAS EM CONTATO COM OS SERVS DE SAUDE PARA OUTROS ACONSELHAMENTOS E CONSELH
Z710,PESSOA QUE CONSULTA NO INTERESSE DE UM TERCEIRO
Z711,PESSOA COM MEDO DE UMA QUEIXA PARA A QUAL NAO FOI FEITO DIAGNOSTICO
Z712,PESSOA QUE CONSULTA PARA EXPLICACAO DE ACHADOS DE EXAME
Z713,ACONSELHAMENTO E SUPERVISAO DIETETICOS
Z714,ACONSELHAMENTO E SUPERVISAO PARA ABUSO DE ALCOOL
Z715,ACONSELHAMENTO E SUPERVISAO PARA ABUSO DE DROGAS
Z716,ACONSELHAMENTO PARA O ABUSO DE FUMO
Z717,ACONSELHAMENTO A PROPOSITO DO VIRUS DA IMUNODEFICI#NCIA HUMANA [HIV]
Z718,OUTROS ACONSELHAMENTOS ESPECIFICADOS
Z719,ACONSELHAMENTO NE
Z72,PROBLS RELAC. COM O ESTILO DE VIDA
Z720,USO DO TABACO
Z721,USO DE ALCOOL
Z722,USO DE DROGA
Z723,FALTA DE EXERCICIO FISICO
Z724,REGIME E HABITOS ALIMENTARES INADEQUADOS
Z725,COMPORTAMENTO SEXUAL DE ALTO RISCO
Z726,MANIA DE JOGO E APOSTAS
Z728,OUTROS PROBLEMAS RELACIONADOS COM O ESTILO DE VIDA
Z729,PROBLEMA NE RELACIONADO COM O ESTILO DE VIDA
Z73,PROBLS RELAC. COM A ORGANIZACAO DE SEU MODO DE VIDA
Z730,ESGOTAMENTO
Z731,ACENTUACAO DE TRACOS DE PERSONALIDADE
Z732,FALTA DE REPOUSO E DE LAZER
Z733,"""STRESS"" NAO CLASSIF. EM OUTRA PARTE"
Z734,HABILIDADES SOCIAIS INADEQUADASNAO CLASS. EM OUTRA PARTE
